Tweet_count,Username,Handle,Text,Timestamp,Created At,Replies,Retweets,Likes,Views,Url,isVerified,hasMedia
52,Miss ADEL,a_derll,"I believe Real Madrid will qualify today If you believe too then ,Register your presence by commenting “Hala Madrid”",2025-07-09T13:07:40.000Z,2025-07-09,676,242,4392,96731,https://x.com/a_derll/status/1942933674992746996,true,true
53,B/R Football,brfootball,"Beating Real Madrid 4-0? Yeah, Luis Enrique enjoyed that",2025-07-09T22:04:07.000Z,2025-07-09,87,1549,28039,336212,https://x.com/brfootball/status/1943068677328564541,true,true
54,code micky,code_micky,PSG humbles & disciplined Real Madrid; Chelsea should prepare for the worse,2025-07-09T22:54:14.000Z,2025-07-09,105,314,3569,48825,https://x.com/code_micky/status/1943081290418336058,true,true
55,The Touchline | Football Coverage,TouchlineX,"Luis Enrique: ""I'm a Culé, it's always motivating to play against Real Madrid.""",2025-07-09T11:24:29.000Z,2025-07-09,97,459,6342,1116302,https://x.com/TouchlineX/status/1942907705900880280,true,true
56,Real Madrid C.F. ,realmadriden,WE WERE BUILT FOR THIS.,2025-07-09T08:15:54.000Z,2025-07-09,1356,3312,29212,3585749,https://x.com/realmadriden/status/1942860248055734451,true,true
57,Real Madrid Pictures That Go Hard,RMadridPix,<multimedia>,2025-07-09T20:50:47.000Z,2025-07-09,25,1956,21563,383193,https://x.com/RMadridPix/status/1943050220373446749,false,true
58,Hater Central,TheHateCentral,PSG 4-0 Inter Miami. PSG 4-0 Atletico Madrid. PSG 4-0 Real Madrid. FOUND THEIR LEVEL…LEAVE THEM BOTH IN AMERICA,2025-07-09T21:13:34.000Z,2025-07-09,26,114,2275,76612,https://x.com/TheHateCentral/status/1943055954511020408,true,true
59,Anabella,AnabellaMarvy,Enemies of Real Madrid let’s connect. Comment and follow everyone that likes your comment Let’s goooo,2025-07-09T21:02:00.000Z,2025-07-09,390,155,3372,63803,https://x.com/AnabellaMarvy/status/1943053045388186111,true,true
60,Football Tweet ,Football__Tweet,"On this day, in 2019, Cristiano Ronaldo left Real Madrid and signed for Juventus for €100m. 2 Serie A 2 Supercoppa Italiana 1 Coppa Italia 1 Serie A MVP 1 Serie A top scorer 134 games 101 Goals 22 Assists Rate his time in Italy out of 10?",2025-07-09T23:00:01.000Z,2025-07-09,70,341,1960,43692,https://x.com/Football__Tweet/status/1943082742087909774,true,true
61,Brian,Bri_an2,Real Madrid won 0 trophies this year Real Madrid went trophyless this year Real Madrid didn't lift a trophy this year Real Madrid didn't touch a trophy this year Real Madrid didn't celebrate a trophy this year,2025-07-09T21:46:03.000Z,2025-07-09,37,95,1231,28725,https://x.com/Bri_an2/status/1943064131424141330,true,true
62,Madrid Xtra,MadridXtra,"That was Luka Modrić’s last Real Madrid game. Thank you, Luka.",2025-07-09T21:00:36.000Z,2025-07-09,143,1948,10712,294479,https://x.com/MadridXtra/status/1943052692806623406,true,true
63,Real Madrid Pinterest,RMA_pinterest,<multimedia>,2025-07-09T17:00:01.000Z,2025-07-09,52,1879,8800,466146,https://x.com/RMA_pinterest/status/1942992147151470805,true,true
64,The Screenshot Lad,thescreenlad,Inter Miami were only 1-0 down against PSG after 25 minutes. Real Madrid were already 3-0 down after 25 minutes.,2025-07-09T19:44:47.000Z,2025-07-09,104,908,11242,218030,https://x.com/thescreenlad/status/1943033611046818069,true,true
65,Owuraku Ampofo,_owurakuampofo,PSG fans in Ghana celebrating as they lead Real Madrid in the Club World Cup semi-finals.,2025-07-09T19:44:22.000Z,2025-07-09,209,278,4287,82827,https://x.com/_owurakuampofo/status/1943033506122305585,true,true
66,B/R Football,brfootball,"Since Kylian Mbappé left PSG a year ago, they have... Won the one trophy he couldn't while he was there: the Champions League Knocked his new club, Real Madrid, out of the Club World Cup",2025-07-09T21:13:19.000Z,2025-07-09,117,1293,9702,327172,https://x.com/brfootball/status/1943055891223232783,true,true
67,B/R Football,brfootball,Real Madrid at kickoff Real Madrid after 24 minutes,2025-07-09T19:39:37.000Z,2025-07-09,152,1880,20476,612743,https://x.com/brfootball/status/1943032312125686136,true,true
68,Real Madrid World ,realmadridnote,¿Crees que hay que reforzar la plantilla con más fichajes? LIKE = SÍ RT = NO,2025-07-09T20:50:36.000Z,2025-07-09,174,83,2928,81421,https://x.com/realmadridnote/status/1943050173007172009,true,true
69,𝐂𝐀 𝐕𝐀?,psg_chief,Inter Miami vs PSG : 2-0 after 30 mins Real Madrid vs PSG : 2-0 after 9 mins TALK NOW,2025-07-09T19:23:21.000Z,2025-07-09,154,1409,13658,368076,https://x.com/psg_chief/status/1943028217658384675,true,true
70,El Romano Del FCB,ElRomanoDelFCB,Todos ellos saben lo que es meterle 4 al Real Madrid,2025-07-09T22:12:21.000Z,2025-07-09,106,2132,21860,244046,https://x.com/ElRomanoDelFCB/status/1943070748286873669,true,true
71,𝐉𝐄𝐔𝐍𝐄 𝐁𝐀𝐍𝐋𝐈𝐄𝐔𝐒𝐀𝐑𝐃,CompsJeune,Lucas Beraldo vs Real Madrid,2025-07-09T21:26:10.000Z,2025-07-09,30,608,2387,152011,https://x.com/CompsJeune/status/1943059124159418478,true,true
72,𝐌𝐀𝐋𝐈𝐊,TheMahleek,PSG wey wan follow me play final don score Real Madrid twice in 9 mins,2025-07-09T19:20:49.000Z,2025-07-09,60,179,2687,40292,https://x.com/TheMahleek/status/1943027581134983437,true,true
73,YabaLeftOnline,yabaleftonline,Chelsea seeing PSG already beating Real Madrid 2:0 in less than 10 minutes,2025-07-09T19:31:36.000Z,2025-07-09,81,124,2139,35073,https://x.com/yabaleftonline/status/1943030293557887446,true,true
74,Hater Central,TheHateCentral,Real Madrid have been ELIMINATED from the Club World Cup VAR COULDN’T SAVE THEM TODAY,2025-07-09T19:46:42.000Z,2025-07-09,62,263,6355,168327,https://x.com/TheHateCentral/status/1943034095631491170,true,true
75,The Touchline | Football Coverage,TouchlineX,PSG 4-0 Inter Miami. PSG 4-0 Real Madrid.,2025-07-09T21:00:35.000Z,2025-07-09,217,1400,14130,309087,https://x.com/TouchlineX/status/1943052687655997667,true,true
76,Hater Central,TheHateCentral,The most spoken word in the Real Madrid locker room is Remontada AND THEN THEY WOKE UP,2025-07-09T20:00:56.000Z,2025-07-09,27,111,2378,83155,https://x.com/TheHateCentral/status/1943037674060673197,true,true
77,Madrid Xtra,MadridXtra,"First trophy, last trophy. No player has won more than Luka Modrić in Real Madrid's history.",2025-07-09T21:58:15.000Z,2025-07-09,47,340,4585,106752,https://x.com/MadridXtra/status/1943067197833675196,true,true
