Tweet_count,Username,Handle,Text,Timestamp,Created At,Replies,Retweets,Likes,Views,Url,isVerified,hasMedia
78,ACE (fan),FCB_ACEE,LET'S ALL LAUGH AT REAL MADRID,2025-07-09T21:02:58.000Z,2025-07-09,25,84,864,12110,https://x.com/FCB_ACEE/status/1943053287810339290,true,true
79,nenn (fan),FCB_nenn,Luis Enrique Hansi Flick Meterle cuatro al Real Madrid.,2025-07-09T21:00:11.000Z,2025-07-09,38,926,8828,153644,https://x.com/FCB_nenn/status/1943052585168179355,true,true
80,ENBAJA,enbajafutbol,No hay ni un solo chiste en la imagen porque el Real Madrid es chiste suficiente,2025-07-09T21:01:11.000Z,2025-07-09,57,443,12677,190085,https://x.com/enbajafutbol/status/1943052837715612128,true,true
81,Blaugranation,blaugranation_,"Les fans du Real Madrid chantaient : « P*ta Barça p*ta Barça, he,he ! »",2025-07-09T20:00:42.000Z,2025-07-09,43,225,3284,86681,https://x.com/blaugranation_/status/1943037618951983316,true,true
82,ACE (fan),FCB_ACEE,It's crazy how a $50M Inter Miami squad gave PSG a tougher challenge than Real Madrid’s $1B squad ever did.,2025-07-09T21:08:05.000Z,2025-07-09,76,288,2821,126407,https://x.com/FCB_ACEE/status/1943054573507350944,true,true
83,Alabi,the_Lawrenz,"PSG beat Inter Milan in the final. People thought it was a fluke. Now they have walloped Real Madrid in the World Cup semi-final, 4-0. Madrid can't compete. But PSG are yet to face Chelsea; that will be their ultimate test.",2025-07-09T20:59:45.000Z,2025-07-09,40,58,655,16378,https://x.com/the_Lawrenz/status/1943052476011418039,true,true
84,✷Serah temmy✷,FaithMaureenn,"Can PSG beat Real Madrid? Here's a big opportunity on 1xbet, stake your bet to get instant bonus of 50000 on your first deposit. VIA my promo code and link https://bit.ly/3TODJX9 & here my promo code ( Temmy)",2025-07-09T06:07:49.000Z,2025-07-09,62,230,239,5915,https://x.com/FaithMaureenn/status/1942828015701889129,true,true
85,~clxtch,ney2maa,how did a 38 year old Messi put a better fight against PSG than REAL MADRID?,2025-07-09T19:38:49.000Z,2025-07-09,57,585,8487,110255,https://x.com/ney2maa/status/1943032111063007476,true,false
86,Tendencias en Deportes,TendenciaDepor,"""Vinicius"" Porque volvió a desaparecer y se fue reemplazado en el partido del Real Madrid ante el PSG por el Mundial de Clubes. Se cree el mejor jugador del mundo y no pudo gambetear a ninguno del rival hoy el brazuca cagón hijo de re mil puta. Otro día negro para Vini.",2025-07-09T20:43:01.000Z,2025-07-09,145,815,11753,265501,https://x.com/TendenciaDepor/status/1943048265425170450,true,true
87,Real Madrid C.F.,realmadrid,@PSG_espanol 4-0 @RealMadrid 6' Fabián Ruiz 9' Dembélé 24' Fabián Ruiz 88' G. Ramos,2025-07-09T21:02:55.000Z,2025-07-09,3497,4072,42462,2758733,https://x.com/realmadrid/status/1943053272564011012,true,true
88,ESPN FC,ESPNFC,The ratings for Real Madrid’s defence in that first half vs. PSG,2025-07-09T20:00:07.000Z,2025-07-09,291,628,9370,258064,https://x.com/ESPNFC/status/1943037471970807989,true,true
89, ★ ★ ★ ★ ★,brilliantbusi,"Breaking: The atmosphere in the dressing room is one of revenge, Real Madrid are looking at Osasuna with anger in their eyes. @diarioas",2025-07-09T20:54:09.000Z,2025-07-09,101,396,4714,89816,https://x.com/brilliantbusi/status/1943051069103423750,true,true
90,LACOBRAAA,lautarodeIcampo,"Le presento las dos personas que traumaron al Real Madrid en esta temporada, y sabes que tienen en común? Ambos son culés.",2025-07-09T21:01:09.000Z,2025-07-09,388,1954,27758,486674,https://x.com/lautarodeIcampo/status/1943052830937690622,true,true
91,(fan) Trey,UTDTrey,"I like Real Madrid I like PSG No hate watching today, I just sit back and wait for one of them to destroy Chelsea on Sunday",2025-07-09T09:16:04.000Z,2025-07-09,391,882,18043,413184,https://x.com/UTDTrey/status/1942875388218069368,true,true
92,The Screenshot Lad,thescreenlad,4-0 PSG !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! NO WAY !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! RAMOS SCORES !!!!!!!!!!!!!!!!!!!!PSG WON’T STOP AND DESTROYS REAL MADRID !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2025-07-09T20:57:47.000Z,2025-07-09,31,113,1993,75980,https://x.com/thescreenlad/status/1943051983276937564,true,true
93,BeksFCB,Joshua__Ubeku,Inter Miami were better against PSG than Real Madrid super team!,2025-07-09T21:39:48.000Z,2025-07-09,48,404,2564,61785,https://x.com/Joshua__Ubeku/status/1943062556035420613,true,true
94,Essel,thatEsselguy,Inter Miami or Real Madrid?,2025-07-09T21:01:19.000Z,2025-07-09,23,136,652,15374,https://x.com/thatEsselguy/status/1943052871328764118,true,true
95,Twilight,the_marcoliboy,Real Madrid allows Goncalo Ramos to score in order to honor Diogo Jota,2025-07-09T20:58:55.000Z,2025-07-09,93,229,3429,41415,https://x.com/the_marcoliboy/status/1943052266858070484,true,true
96,SAVASCO,savasco_of,mbappe vendo que foi pro pior real madrid da história e vendo o psg ser campeão do mundial de clubes,2025-07-09T19:21:44.000Z,2025-07-09,91,1166,8268,351391,https://x.com/savasco_of/status/1943027811813412933,true,true
97,Mundo Deportivo,mundodeportivo,"Luis Enrique, ALTO y CLARO: ""Soy CULÉ, siempre es motivante jugar contra el Real Madrid""",2025-07-09T06:00:16.000Z,2025-07-09,186,2175,23538,1010092,https://x.com/mundodeportivo/status/1942826116625858752,true,true
98,LiveScore,livescore,On this day Karim Benzema was unveiled at Real Madrid in 2009: Games: 648 Goals: 354 Assists: 151 Trophies: 25 The rest was history,2025-07-09T10:00:02.000Z,2025-07-09,30,236,3097,27643,https://x.com/livescore/status/1942886456097468639,true,true
99,REAL MADRID FANS ,AdriRM33,GRACIAS POR TODO @lukamodric10,2025-07-09T21:03:11.000Z,2025-07-09,36,1697,10834,191427,https://x.com/AdriRM33/status/1943053341950615910,true,true
100,RMadrid actu ,RMadrid_actu,"La vérité : l'un des deux doit DÉGAGER du Real Madrid afin de (re)créer un VRAI collectif, sans faux-semblants. Rodrygo doit rester, et prendre la place de celui qui dégage.",2025-07-09T21:01:39.000Z,2025-07-09,1098,1490,12789,1496273,https://x.com/RMadrid_actu/status/1943052955353018504,true,true
101,SpiderCARP ,SpiderCarp23,Mbappé viendo que el PSG gana la Champions y se convierte en el mejor equipo del mundo justo el año que se fue al Real Madrid:,2025-07-09T19:21:06.000Z,2025-07-09,288,4066,61745,1271845,https://x.com/SpiderCarp23/status/1943027651587002472,false,true
